client_name,client_version,client_previous_version,client_timestamp,client_previous_timestamp,dependency_name,dependency_version_range,dependency_previous_version_range,dependency_resolved_version,dependency_previous_resolved_version,resources_client, first_round_codes,codes,causes,how_downgrade,quotes
appstackr,0.1.8,0.1.7,2015-01-07T10:18:06.152Z,2015-01-07T10:03:05.497Z,node-sass,0.9.3,^0.9.3,0.9.3,0.9.6,https://github.com/benpptung/appstackr/commit/e414d08da4a20ac6ea69e1e81543a361d9f1b518,"choose specific provider, remove operator",Change configuration,,,"""remove npm-shrinkwrap, it is unnecessary for a package"""
angular2-jsonwebtoken,0.8.0,0.7.1,2016-11-01T18:22:54.426Z,2016-09-29T22:18:40.357Z,typescript,1.8.10,^1.8.10,1.8.10,1.9.0,https://github.com/avhincu/angular2-jsonwebtoken/commit/977c51654ce50a854698226133e3110fc1977d54,"choose specific provider, choose specific version, add dependencies while downgrading",Remove some provider(s),,,"""Updated librairires and export directly in index"""
react-keys,1.7.0,1.6.2,2016-07-27T14:37:02.984Z,2016-06-30T14:49:41.819Z,eslint-plugin-jsx-a11y,1.2.0,1.5.3,1.2.0,1.5.3,https://github.com/canalplus/react-keys/commit/68c561042bcf4ecd008b19c5d5ae29ffb554e58a,"choose specific provider, choose specific version, upgrade a batch of dependencies and downgrade one, add feature while downgrading",Add new feature,,,"""add Basic keys HOC"""
handlebars-helper-mdpartial,0.3.2,0.3.1,2016-02-12T21:12:52.109Z,2015-04-07T11:27:21.359Z,grunt-contrib-clean,0.5.0,>=0.5.0,0.5.0,0.6.0,https://github.com/albogdano/handlebars-helper-mdpartial/commit/f2174701b6b607155468d28f9de6cf403157dae8,"remove operator, lock all dependencies except one",Change providers with same prefix on name,,,"""pinned dependencies"""
superdata,0.1.10,0.1.9,2016-08-16T14:32:33.290Z,2016-07-05T10:21:52.520Z,gulp,3.9.0,^3.9.0,3.9.0,3.9.1,https://github.com/EDMdesigner/superdata/commit/d6da05a737444779e8a74cc5a9300c1edbe162db,"add feature while downgrading, remove operator, change a batch of dependencies once, choose a specific version to one dependency","Change providers with same prefix on name, Add new feature",,,"""package dependencies fixed"""
json-proxy,0.2.0,0.1.2,2014-07-15T12:34:05.808Z,2014-01-25T22:38:34.101Z,mocha,~1.12.0,>=1.12.0,1.12.1,1.17.1,https://github.com/steve-jansen/json-proxy/commit/9ab8911fd19b7c74aab9a03b3a6cd38b41663fa6,"add feature while downgrading, remove and add dependencies while downgrading, change operator","Add new feature, Add new test",,,"""release 0.2.0"""
ngx-widgets,0.2.0,0.1.5,2017-02-15T21:25:03.705Z,2017-02-15T06:39:15.256Z,typescript,2.0.8,^2.0.3,2.0.8,2.2.0,https://github.com/fabric8-ui/ngx-widgets/commit/c7c99302b4c2ba3c77a74ae553f47205bcad8cfd,"choose specific version, change batch of providers once, upgrade while downgrade","Add new feature, Remove some provider(s)",,,"""add dependencies needed for using webpack and it's loaders"""
ng2-signalr,2.0.0,1.0.9,2017-03-29T19:31:31.054Z,2017-03-11T22:11:52.792Z,zone.js,0.7.6,^0.7.4,0.7.6,0.7.8,https://github.com/HNeukermans/ng2-signalr/commit/8ded6f596fc962f38fba293cca5e6184b9c31c3e,"lock all dependencies, choose specific version, change a batch pf dependencies once, upgrade while downgrade",Change configuration,,,"""updated to v2.0.0”, change travis configuration file"
co-upyun,0.0.5,0.0.4,2014-07-29T13:10:28.170Z,2014-07-29T08:26:16.533Z,co,~3.0.2,^3.0.6,3.0.6,3.1.0,https://github.com/lisposter/co-upyun/commit/848d7b3d7df5de27eac192756048b70e6cd5dc47,"change ^ by ~, add two more dependencies, choose specific provider","Add new test, Add new provider(s)",,,"""add test"""
packery-angular,0.0.3,0.0.2,2016-01-09T05:39:45.987Z,2016-01-08T11:07:46.581Z,karma,=0.13.18,^0.13.19,0.13.18,0.13.19,https://github.com/Dilatorily/packery-angular/commit/6f49232615f3184c2b4f2e65dfe97c8e3ae68ea6,"improve performance, compatibility, choose specific provider, choose specific version","Improve performance, Remove some provider(s), Specify provider to downgrade",Performance issues,,"""Rollback the Karma dependency version. `karma` was taking a long time (~30s) to exit the test suites when it is run from `gulp`. There is an ongoing issue and the temporary workaround is to keep the `karma` version at `1.3.7`."""
ihme-ui,0.22.0,0.21.2,2017-04-19T22:06:57.034Z,2017-04-07T23:29:15.569Z,react-addons-test-utils,~15.0,^15.0.2,15.0.2,15.5.0,,"change ^ by ~, change .x by ~, change batch of dependencies once",Refactor code,,,"""consistently use tilde ranges where possible for all dependencies"""
jps,0.0.7,0.0.6,2012-01-13T20:54:14.584Z,2011-11-21T11:00:29.606Z,nock,0.1.x,>=0.1.7,0.1.7,0.3.1,https://github.com/fent/jps/commit/88dc698bd333c53f0583e404383b43bd4ca4b2d6,"fix, change >= by .x, change all dependencies",Fix unspecified issue,,,"""fixed devDependencies versions"""
rbac-knex,0.13.0,0.12.31,2017-04-12T16:48:12.400Z,2017-03-28T16:32:47.803Z,moment,~2.17.0,^2.15.2,2.17.1,2.18.1,https://github.com/SamDuvall/rbac-knex/commit/addba77231032fdaf3fed56f9a6d5777ac87f440,"build issue, choose specific provider, choose specific range, remove a batch of providers with same prefix on name, upgrade while downgrading","Fix build, Fix broken test",,,"""Switch build to Webpack"""
eris-contracts,0.15.8,0.15.7,2016-12-23T14:29:08.405Z,2016-12-12T21:52:56.340Z,bluebird,3.3.3,^3.3.3,3.3.3,3.4.6,https://github.com/monax/legacy-contracts.js/commit/7b3fb67519808619da90af5de00e2d54df801a78,"fix, remove operator, lock all dependencies, choose specific version for one dependency","Refactor code, Remove some provider(s)",,,"""Fix #61 and #62"""
ua-parser-js,0.7.0,0.6.2,2014-06-25T07:47:33.048Z,2013-07-04T12:36:10.667Z,uglify-js,~1.3.4,>= 1.3.4,1.3.5,2.3.6,"https://github.com/faisalman/ua-parser-js/commit/2dec1a8b763b7afa39c4e0fc70ff0a050fce0ab8, https://github.com/faisalman/ua-parser-js/issues/28","warning on install, fix issue, change >= by ~, change all dependencies",Fix warning message,Unexpected behaviour,,"""This library currently yield a warning on install"""
nsync-fs,0.0.11,0.0.10,2016-11-14T16:47:30.368Z,2016-11-09T18:23:04.815Z,coffeelint,1.9.7,^1.9.7,1.9.7,1.16.0,https://github.com/learn-co/nsync-fs/commit/d2250bb5eebacb65b9ea89630430ce4df177be9c,"remove operator, lock all dependencies, add dependency while downgrading","Change configuration, Add new feature",,,"""Replace SingleSocket with improved AtomSocket"""
bindable-object,0.0.7,0.0.6,2015-02-03T06:33:00.001Z,2014-10-27T03:34:12.507Z,mocha,^1.15.1,^2.0.1,1.21.5,2.0.1,https://github.com/crcn-archive/bindable-object.js/commit/d1f7879766d7f1a6171340bc682290e80ae04df2,"choose specific provider, choose specific range, add batch of providers while downgrade","Add new provider(s), Add new test",,,"""add karma tests"""
pomjs,0.0.93,0.0.92,2017-04-27T09:57:15.068Z,2017-04-27T08:08:29.231Z,vue,2.2.6,^2.3.0,2.2.6,2.3.0,https://github.com/quancheng-ec/pomjs/commit/27d1a33054ee64a3f8c7e9c5cf2013bee6d6b4d6,"fix, choose specific dependency, choose specific version, change dependencies with same prefix in name","Specify provider to downgrade, Change providers with same prefix on name",,,"""fix vue version"""
blocktrail-sdk,1.2.3,1.2.2,2015-03-01T16:44:23.218Z,2015-02-24T10:53:03.944Z,bitcoinjs-lib,1.4.4,~1.4.3,1.4.4,1.4.5,https://github.com/blocktrail/blocktrail-sdk-nodejs/commit/d6e374d0a17865fd0ebdf336f699bcf9a417ad79,"breaking change, choose specific provider, choose specific version, fix bug, cannot figure out problem","Temporary change, Specify provider to downgrade","Breaking change, Development-time breaking change",,"""fix bitcoinjs-lib to v1.4.4 until we've figured out what they've broken in v1.4.5"""
wire-webapp-cryptobox,2.0.6,2.0.5,2017-01-27T18:12:51.879Z,2017-01-19T13:21:17.641Z,karma-jasmine,~1.0.2,^1.0.2,1.0.2,1.1.0,https://github.com/wireapp/wire-webapp-cryptobox/commit/a16657f8b57199614a5cb735caee05a99d385fea,"change ^ by ~, change batch of providers once, upgrade while downgrade",Change providers with same prefix on name,,,"""Updated dependencies"""
easy-express-controllers,0.1.0-beta1,0.0.23,2016-07-10T21:22:44.746Z,2015-10-30T00:56:03.284Z,chai,3.3.0,^3.3.0,3.3.0,3.4.0,https://github.com/arackaf/easy-express-controllers/commit/62d1558b9d686959ac2caebcbeb8a9bef276843e,"remove operator, choose specific version for two dependencies",Change providers with same prefix on name,,,"""Merge branch 'babel6'"""
mt-console,0.0.4,0.0.3,2013-07-18T09:11:49.158Z,2013-07-18T08:58:18.686Z,moment,~2.0.0,*,2.0.0,2.1.0,https://github.com/tusharmath/mtd-console/commit/94b855b46b40a142c700eaa58f26eaea6a3e0814,"change * by ~, change all dependencies",No specific factor,,,"""Updating package.json to use versions"""
cuid,1.3.1,1.3.0,2015-08-25T10:07:19.010Z,2015-08-24T23:00:20.177Z,eslint,0.24.0,^0.24.0,0.24.0,0.24.1,https://github.com/ericelliott/cuid/commit/c7f456d32be135828e29a7300864d20e30a8b532,"breaking change, remove operator, change batch of dependencies once",Recover from breaking change,,,"""Fix broken npm package."""
duo-package,0.2.2,0.2.0,2014-06-11T13:00:43.276Z,2014-06-10T11:21:06.582Z,gh-resolve,0.1.5,1.x,0.1.5,1.1.1,"https://github.com/duojs/package/commit/7bdf2f4a851aa7b233521a32190d4ddb2aceacfb, https://github.com/duojs/package/pull/16","fix build, get travis to work, choose specific provider, choose specific version",Fix build,,,"""kinda hard to get things working with travis, so i think we should just use gh api to resolve semver."""
tsickle,0.2.4,0.2.3,2017-01-13T00:22:35.094Z,2016-12-12T22:29:15.727Z,typescript,~2.0.0,^2.0.0,2.0.10,2.1.4,https://github.com/angular/tsickle/commit/395db4f40f2ecff3066ea0e8e640f5aecfcafaa5,"breaking change, fix build, choose specific provider, choose specific version",Fix build,"Breaking change, Development-time breaking change",,"""fix build by pinning version. It appears things subtly changed from TypeScript 2.1.4 to TypeScript 2.1.5. Fix the build by implementing ts.SymbolWriter and rebaselining, and pin to the point version."", ""This fails on Travis, but how did it build before? So confused."""
azulejo-core,1.3.0,1.2.3,2017-05-21T17:18:08.687Z,2017-05-17T14:31:21.455Z,eslint-plugin-react,=6.10.0,^6.10.0,6.10.0,6.10.3,https://github.com/indieDevelopments/azulejo-core/commit/69d74d8f9c77d4551ab175084b5dfb1c1be41e00,"change ^ by =, lock all dependencies",Remove some provider(s),,,"""Add fix script and describe explicit dependencies"""
raml-1-parser,0.2.5-rc2,0.2.4,2016-04-25T17:50:01.668Z,2016-04-21T10:04:21.806Z,webpack,1.4.2,^1.12.14,1.4.2,1.13.0,https://github.com/raml-org/raml-js-parser-2/commit/ac5e29c9a01faad5a4e26a7e589eb691f53fd6f9,"choose specific provider, choose specific version, fix issue",Fix unspecified issue,"Incompatibilities, Other providers",,"""Reducing webpack version for APM to not to fail on its dependencies."""
brokerjs,0.6.1,0.6.0,2016-03-01T23:09:06.536Z,2016-03-01T22:34:45.636Z,esdoc,0.4.3,*,0.4.3,1.0.0,https://github.com/EchoBroadband/brokerjs/commit/67bec17a1a5b43bfeb10178d6723d73fd0ecd673,"choose specific provider, choose specific version, unexpected behaviour change""",Specify provider to downgrade,Unexpected behaviour,,"""Downgraded esdoc to 0.4.3 because they got rid of CLI options. :S"""
grunt-galenframework,2.3.2-5,2.3.1-2,2017-02-09T11:44:54.000Z,2016-11-10T05:26:36.865Z,async,^0.9.0,^2.1.2,0.9.2,2.1.2,https://github.com/hypery2k/grunt-galenframework/commit/2a315f87278f4bf54638d2ab7ed58ab304a64fad,"downgrade to upgrade another provider, downgrade all dependencies",Remove some provider(s),,,"""use latest Galenframework"""
dext-emoji-plugin,0.2.0,0.1.0,2016-10-09T20:30:57.818Z,2016-10-09T08:48:49.178Z,eslint-plugin-import,^1.16.0,^2.0.0,1.16.0,2.0.0,https://github.com/vutran/dext-emoji-plugin/commit/8886cb3b28af4adcf5b59ab067358d4120eeb350,"choose specific provider, choose specific range, downgrade two providers once",Change configuration,,,"""switch to dango"""
tvml-kit-livereload,0.3.0-4,0.3.0-2,2016-09-30T17:59:09.089Z,2016-09-30T17:05:45.190Z,socket.io,1.3.7,1.4.6,1.3.7,1.4.6,"https://github.com/hypery2k/tvml-kit-livereload/commit/3067359b0da6a92643f2f6466c1c392aa1f97c08, https://github.com/hypery2k/tvml-kit-livereload/issues/8","fix issue, choose specific provider, choose specific version, change batch of providers once","Change providers with same prefix on name, Recover from breaking change","Breaking change, Run-time breaking change",,"""Socket.io-client error + undefined filename”, ""I'm coming across a couple of issues and just wanted to check before opening a PR. First when I run this within my tvml project I get
TypeError: undefined is not an object (evaluating 'Object.prototype')
This seems to stem from socket.io-client v1.4+:
socketio/socket.io#2381
Reverting back to 1.3.7 fixes the issue.”"
bmoor-data,0.3.8,0.3.7,2017-05-19T20:26:02.549Z,2017-04-18T01:33:00.794Z,gulp-jshint,2.0.0,^2.0.0,2.0.0,2.0.4,https://github.com/b-heilman/bmoor-data/commit/a7f6b07c61990b89be03b11e2aa2c8e34bdc7cdf,"fix bug, remove operator, lock all dependencies, choose specific version for two dependencies",Fix bug,,,"""fixing a bug"""
reboundjs,0.1.0,0.0.97,2015-10-28T00:04:08.958Z,2015-10-21T01:12:30.534Z,mkdirp,0.5.0,^0.5.0,0.5.0,0.5.1,https://github.com/reboundjs/rebound/commit/7a293cbf21044938323c731272808c5e7292987a,"remove operator, choose specific dependencies, remove dependencies while downgrading, add depdendencies while downgrading, upgrade while downgrade","Add new provider(s), Recover from breaking change",,,"""Router Query Params - v0.1.0"""
typescript-uml,0.2.0,0.1.0,2017-03-27T02:22:18.098Z,2017-02-19T20:22:46.028Z,ts-node,^0.9.3,^1.7.2,0.9.3,1.7.3,https://github.com/fsahmad/typescript-uml/commit/b6156705271bb577c9af981954828e0ff8abc144,"choose specific provider, choose specific range, add dependency while downgrading","Add new test, Add new provider(s)",,,"""Istanbul code coverage and codeclimate integration"""
compassql,0.3.0,0.2.1,2016-07-31T17:14:43.272Z,2016-07-13T03:32:51.124Z,uglify-js,~2.6.1,^2.6.1,2.6.4,2.7.0,https://github.com/vega/compassql/commit/f4c914418e28c2fa93d87411253a839e7677bd07,"change ^ by ~, change batch of dependencies once, choose specific range for four dependencies, add feature while downgrading",Add new feature,,,"""Bump to 0.3.0 as we introduce new way to groupBy + change dependency to use ~ instead of ^"""
ceres-framework,0.4.1,0.4.0,2016-10-28T16:02:40.758Z,2016-10-27T18:23:20.732Z,async,^0.9.2,^2.1.2,0.9.2,2.1.2,https://github.com/ship-components/ceres-framework/commit/cef77597d09dfbac8293e7d238ec14f667cefde8,"choose specific provider, choose specific range, add one provider while downgrading, API conflicts, breaking change","Fix incompatibility, Add new provider(s)","Breaking change, Run-time breaking change",,"""Download async due to api conflicts"""
forest-express,0.2.0,0.1.33,2016-12-12T21:50:56.622Z,2016-12-05T23:50:11.039Z,git-hooks,1.1.6,^1.1.6,1.1.6,1.1.7,https://github.com/ForestAdmin/forest-express/commit/7e5f23940b8bc9b63e8c9a26245ccc848f3899c6,"remove operator, lock all dependencies, choose specific version for one dependency, reduce version change between package versions","Prevent error, Refactor code",Error prevention,,"""Freeze the dependencies versions to reduce packages versions changes between projects/environments"""
light-viz,1.14.5,1.14.4,2016-07-22T18:35:54.193Z,2016-07-08T21:53:47.694Z,history,2.1.2,3.0.0,2.1.2,3.0.0,https://github.com/Kitware/light-viz/commit/758a5fd74e6df9d57c36c36c3d6a9547868b70f9,"choose specific provider, choose specific version, change batch of providers once, upgrade while downgrades",No specific factor,,,"""fix(Dependencies): Update dependencies"""
redux-segment,0.1.1,0.0.2,2015-12-25T22:00:31.877Z,2015-12-02T04:48:05.169Z,babelify,6.4.0,^7.2.0,6.4.0,7.2.0,https://github.com/rangle/redux-segment/commit/31455009ce2caba0729e5108e5fed777d9b8c3c1,"choose specific provider, choose specific range, update other dependencies but downgrade only one, add dependencies while downgrade","Add new provider(s), Refactor code",,,"""redux-simple-router support"""
universal-redux,3.0.0-rc13,3.0.0-rc4,2016-01-18T21:02:56.494Z,2016-01-12T22:13:17.158Z,eslint-plugin-react,3.7.1,^3.7.1,3.7.1,3.15.0,https://github.com/bdefore/universal-redux/commit/6fbbed95c1fa77ba9404b673c4208112e6f949af,"remove operator, lock all dependencies, choose specific version for some providers",Change providers with same prefix on name,,,"""lock down versions in prep for 3.0"""
uxcore-uploader,1.5.7,1.5.6,2016-08-16T08:59:49.094Z,2016-07-05T03:22:44.632Z,react,0.14.x,15.x,0.14.8,15.2.0,https://github.com/uxcore/uxcore-uploader/commit/c6e6bbff5a306fbc05db5c9ef0f3d2a8efd31f5d,"choose specific provider, choose specific range, change batch of providers once, downgrade dependencies with same prefix in name, upgrade while downgrade",No specific factor,,,"""ver. 1.5.7"""
sails-mongo,1.0.0-8,1.0.0-7,2017-04-12T18:24:25.134Z,2017-03-30T22:21:37.325Z,mocha,3.0.2,^3.2.0,3.0.2,3.2.0,https://github.com/balderdashy/sails-mongo/commit/24be41d59c8ad26dbc431b8b0d1ca0af653cb5ef,"choose specific provider, choose specific version, upgrade another provider","Refactor code, Change configuration",,,"""Pull mp-mongo logic in-house."""
sails-mssqlserver,0.14.1,0.13.0,2016-06-21T14:08:02.287Z,2016-06-17T18:43:59.069Z,waterline-cursor,0.0.5,0.0.7,0.0.5,0.0.7,https://github.com/misterGF/sails-mssqlserver/commit/036942396c1405fdb96527400299a022d4b8c492,"choose specific provider, choose specific range, downgrade three providers, fix","Refactor code, Fix broken test, Add new feature",,,"""Big update. Changed coding style to standard. Added some error checking. Fixed runner for testing"""
mozilla-payments-client,0.0.8,0.0.7,2015-07-02T18:44:02.779Z,2015-06-16T18:43:06.295Z,karma-sinon,1.0.4,^1.0.4,1.0.4,1.8.0,https://github.com/mozilla/payments-client/commit/4aee896df33c87614fb264dda762c348be1fb09d,"remove operator, lock all dependencies, simplify configuration","Change configuration, Refactor code",,,"""Simplify webpack config"""
oppm,0.0.5,0.0.4,2016-11-21T23:43:11.571Z,2016-11-15T22:17:52.623Z,mock-fs,3.10.0,^3.11.0,3.10.0,3.12.1,https://github.com/ooyala/oppm/commit/b1edf001c1bb6290d29884be2b72c65a430ee4f7,"add feature while downgrading, choose specific version, choose specific provider","Add new feature, Add new test",,,"""Skin.json updates + YouTube plugin activated + Unit tests”, ""Changes in this PR include:
Support for new skin.json format. The .json file is no longer downloaded for newer player versions since it will already be bundled inside html5-skin.min.js.
Enabled YouTube plugin. This will be available when targeting version 4.10.2 or later, which is the one that contains the fix for encoding priority.
Finished unit tests.”"
vue-easy-toast,0.1.5,0.1.4,2017-01-11T14:58:07.584Z,2016-12-20T05:47:57.553Z,vue-loader,8.5.4,^10.0.2,8.5.4,10.0.2,https://github.com/noru/vue-easy-toast/commit/6d1357897f20f8d65c42a0f7c7fed73251ca0a4d,"change all providers, choose specific range",Add new feature,,,"""Add options for position and update dependencies"""
ng2-dropdown-multiselect,1.1.0,1.0.0,2017-01-02T17:25:12.295Z,2016-12-02T11:50:48.639Z,typescript,2.0.10,^2.0.0,2.0.10,2.1.1,https://github.com/AndyMeps/ng2-dropdown-multiselect/commit/c4bdd79f2f8105a8ad51166166bf65ba7bd1eb33,"downgrade one provider but upgrade a batch of other providers, choose specific version",Add new feature,,,"""Fix for #8 - Migrated to latest version of angular 2 and ng2-bootstrap.”, ""Add support to the new syntax of ng2-bootstrap version 1.6 according to the CHANGELOG.”"
spotify-sdk,0.0.28,0.0.27,2015-11-01T17:02:04.954Z,2015-10-26T02:21:27.865Z,watchify,3.4.0,latest,3.4.0,3.5.0,https://github.com/loverajoel/spotify-sdk/commit/f1fa9e01ae916f4944111f9d0d8eb1f7fcca53c0,"from latest to specific version, change batch of providers, browers compatibility",Remove some provider(s),,,"""update depenencies"", ""Add more browsers compatibility"""
react-upload-button-v2,0.6.0,0.5.4,2016-07-23T20:00:24.876Z,2016-07-11T04:07:25.169Z,eslint,^2.9.0,^3.0.1,2.13.1,3.0.1,https://github.com/PetrochukM/upload-button/commit/020a7e9abfc6f17534649bb01bd7c134af79c97e,"choose specific range, change batch of providers, upgrade while downgrade","Refactor code, Add new feature",,,"""Added isomorphic support. Restructured repo."""
emoney,1.0.0,0.2.4,2015-12-23T20:11:42.152Z,2015-03-22T20:13:25.783Z,grunt-contrib-uglify,^0.2.2,>=0.2.2,0.2.7,0.8.0,https://github.com/bernardmcmanus/emoney/commit/9d94085e64fa1198a5bc08bdc45894cc874525f0,"change >= by ^, change all dependencies","Change providers with same prefix on name, Add new provider(s)",,,"""initial v1 rewrite"""
oni-vim,0.1.7,0.1.6,2017-01-17T13:48:12.358Z,2016-12-29T20:14:06.850Z,webpack,1.13.2,^1.13.2,1.13.2,1.14.0,https://github.com/onivim/oni/commit/04704f905bd837fbdb51411505300d48c11cb8d3,"fix build, remove operator from all dependencies except one, choose specific version to one provider","Fix build, Prevent error","Breaking change, Build-time breaking change",,"""Build break in PluginManager.ts with TypeScript 2.1.4”, “- Hi, I'm trying to build master on osx 10.12.2 following the build instructions in the README file and it's failing with these errors: (…) - Thanks for the detailed report, @metalelf0
Looks like the latest version of TypeScript found an issue that previous versions didn't :) I have this fixed in PR #144”"
ember-frost-core,1.0.0,0.32.5,2016-11-23T19:25:42.190Z,2016-11-21T15:21:53.641Z,ember-cli,~2.8.0,^2.7.0,2.8.0,2.9.1,https://github.com/ciena-frost/ember-frost-core/commit/9933c31342ab68e4aab7c6175097a0e2a496b1ca,"change a batch of providers once, change from ^ to ~, change providers with same prefix on name","Add new test, Add new feature, Add new provider(s), Fix bug",,,"""Release 1.0.0"""
proper,0.5.1,0.5.0,2016-01-08T12:45:44.939Z,2014-02-09T19:29:06.857Z,js-yaml,2.0.5,*,2.0.5,3.0.1,https://github.com/tombenke/proper/commit/ed564698ea69943aa56e8c6818157dc83653c34e,"from latest to specific version, change batch of providers, lock all dependencies",Change configuration,,,"""Freeze used node modules versions”, ""Remove latex envelop from the generator, so you have to add it on your
own.”"
matrix-react-sdk,0.5.0,0.4.0,2016-04-19T12:20:51.764Z,2016-03-30T12:25:53.110Z,babel-core,^5.8.38,^6.7.4,5.8.38,6.7.4,https://github.com/matrix-org/matrix-react-sdk/commit/f195d2eb2444b8bf93e71a3d75e1a32bf2b72a42,"add feature while downgrading, change batch of dependencies, remove dependencies while downgrading, change dependencies with same prefix on name","Add new feature, Remove some provider(s)",,,"""URL previewing support"""
noframenet-core,3.1.2,3.1.0,2017-03-17T09:56:50.991Z,2017-03-15T17:35:21.415Z,eslint-config-airbnb,^13.0.0,^14.1.0,13.0.0,14.1.0,https://github.com/akb89/noframenet-core/commit/8e9eb645108b6318bbf12c349c1f14250ba8c418,"downgrade one provider but upgrade a batch of other providers, choose specific range",Change configuration,,,"""Switched to yaml-based .eslintrc config”"
taxgraphs,0.1.2,0.1.1,2015-01-29T04:50:30.341Z,2014-10-18T06:02:29.821Z,angular-route,~1.2.17-build.163.1,^1.2.17-build.163.1,1.2.28,1.3.0,https://github.com/hermantran/taxgraphs/commit/831a1765b485eb84c78965152fc42e1ea0716994,"incompatibility, change ^ by ~, change providers with same prefix on name","Recover from breaking change, Fix incompatibility",,,"""fixed browserify error with angular"""
react-propersearch,0.2.8,0.2.7,2016-07-21T17:08:07.030Z,2016-07-21T16:16:25.536Z,react-dimensions,~1.0.2,^1.0.2,1.0.2,1.3.0,"https://github.com/CBIConsulting/ProperSearch/commit/36cc8f9e3da04889a9e319b28a366fea35a4c64d, https://github.com/CBIConsulting/ProperSearch/commit/45da679af86ef53adc6f42e20cd4bb0df4f37162","fix bug, breaking change, change from ^ to ~, choose specific provider, choose specific range","Recover from breaking change, Fix bug","Breaking change, Run-time breaking change",,"""Force React-Dimensions 1.0.2 because of a bug in current version"""
minibase,0.4.6,0.4.5,2016-11-14T08:29:51.715Z,2016-11-14T00:32:26.822Z,cz-conventional-changelog,1.1.5,^1.2.0,1.1.5,1.2.0,https://github.com/node-minibase/minibase/commit/381c1d14298e2363c168241deb9d338f4e3575cc,"fix test, choose specific provider, choose specific version","Add new test, Add new provider(s)",,,"""fix(tests): update tests, use ""minibase-tests"""
dush,2.1.0,2.0.2,2017-03-12T19:36:30.636Z,2017-03-11T01:03:19.720Z,cz-conventional-changelog,1.1.5,^1.2.0,1.1.5,1.2.0,https://github.com/tunnckoCoreLabs/dush/commit/484f3a03f319f87bea4c2a4bb1e145912a2bae26,"couple with old node version, choose specific providers, choose specific version, incompatibility","Fix incompatibility, Change configuration",,,"""fix(support): make it work on 0.10 and 0.12"""
ng2-prism,2.0.3,2.0.2,2016-02-29T21:27:34.637Z,2016-02-23T08:28:51.161Z,reflect-metadata,0.1.2,^0.1.3,0.1.2,0.1.3,https://github.com/tpadjen/ng2-prism/commit/4c1db7758c84b4013950cc29b6f0322563d4093f,"upgrade a batch of dependencies while downgrade, choose specific version",No specific factor,,,"""Bump to angular v2.0.0-beta.7 and related dependencies"""
verb,0.2.2,0.2.1,2014-04-21T04:40:11.423Z,2014-03-31T22:28:35.107Z,marked,0.3.0,~0.3.2,0.3.0,0.3.2,https://github.com/verbose/verb/commit/77536c9e9f328185c49bf0bd52c8f295dc6f2199,"upgrade a batch of dependencies while downgrade, choose specific version",No specific factor,,,"""split out tests"""
leftronic-request,0.0.4,0.0.3,2013-03-15T15:17:14.911Z,2013-03-14T21:17:55.306Z,request,2.12.0,~2.16.2,2.12.0,2.16.2,https://github.com/sreuter/node-leftronic-request/commit/99e3af975243a554d7e5ce2ebdb977037d508978,"couple with node version, choose specific provider, choose specific version","Specify provider to downgrade, Fix incompatibility","Incompatibilities, Node version",,"""Sticking with request-2.12.0, as new versions support node 0.8.x only"""
zlo,0.0.2,0.0.1,2016-02-12T13:08:28.862Z,2016-01-27T11:42:20.632Z,mocha,2.3.4,^2.3.4,2.3.4,2.4.2,https://github.com/direct-adv-interfaces/zlo/commit/32d523d7ba22a116d0a355371e491ec3db8e0c72,"remove operator, lock all dependencies except one, fix issue, add feature while downgrading","Fix bug, Add new feature",,,"""Fix file archiving; add colorfill messages"""
pdftohpubjs,0.1.0,0.0.3,2013-02-22T11:01:55.986Z,2013-02-22T09:59:41.892Z,shelljs,0.0.8,*,0.0.8,0.1.2,https://github.com/fagbokforlaget/pdftohpubjs/commit/7b27d19b59d99b1c2f59272692f96bd98d83e5e9,"change * by specific version, change all dependencies except one, refactor",Refactor code,,,"""code refactoring"""
spur-web,0.1.7,0.1.6,2015-10-29T07:01:01.327Z,2015-09-17T07:32:44.811Z,coffee-script,1.9.1,^1.9.0,1.9.1,1.10.0,https://github.com/opentable/spur-web/commit/e6dc7700a524f60c5e0e42e8b58749960957a961,"change two providers, choose specific version for one and a specific range for another","Refactor code, Fix bug, Add new test",,,"""Updating package versions and the documentation."""
react-simple-modal,1.1.0,1.0.5,2015-10-14T16:58:21.574Z,2015-10-08T00:13:16.559Z,eslint-plugin-react,3.3.0,^3.3.0,3.3.0,3.5.1,https://github.com/sergiodxa/react-simple-modal/commit/c5ce382e08e2333c8b7dff3fba61c20ae5a40112,"remove operator, lock all dependencies, choose specific version",Add new provider(s),,,"""[update] v1.1.0"""
qwebs-nodemailer,0.1.60,0.1.59,2017-02-01T17:35:31.541Z,2017-02-01T15:52:56.836Z,nodemailer,2.4.0,latest,2.4.0,3.0.0,https://github.com/BenoitClaveau/qwebs-nodemailer/commit/242a461919853348780389dd9be8e8beffdd7734,"from latest to specific version, lock all dependencies, update one dependency",No specific factor,,,"""Version 0.1.60”"
